uniqueSampleKey,uniquePatientKey,molecularProfileId,sampleId,patientId,entrezGeneId,studyId,alteration
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",25988,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",64137,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",79671,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",79849,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",283152,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",867,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",4162,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",106479011,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",6433,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",100873634,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",4326,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",8408,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",80324,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",57634,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",677829,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",347918,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",317781,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",50614,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",79050,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",64328,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",7329,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",8938,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",84572,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",115939,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",64718,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",286753,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",125058,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",55036,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",2548,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",9775,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",79092,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",6448,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",284129,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",57674,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",10966,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",79672,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",64122,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",6904,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",79755,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",2015,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",326342,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",125997,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",653657,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",653656,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",284428,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",79230,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",3643,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",23370,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",92960,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",374877,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",140467,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",57192,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",10908,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",55295,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",23373,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",1311,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",5976,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",10715,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",2657,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",11316,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",54555,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",9454,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",106479249,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",10147,"acc_tcga",2
"VENHQS1PUi1BNUoxLTAxOmFjY190Y2dh","VENHQS1PUi1BNUoxOmFjY190Y2dh","acc_tcga_gistic","TCGA-OR-A5J1-01","TCGA-OR-A5J1",93436,"acc_tcga",2
